Pedigree,Individual,PITTagNum,DateSampled,LengthFork1,GenSex,Gender,FieldID1Type,FieldID1,BiosamplesID,Disposition1,FinClipStatus,Weight,RearType,ReturnLocation,UTMEast,UTMNorth,UTMZone,CWTNum,Marks,SnoutBag,CommentsGeneral,pCoastal,pRedband,lineage
OmyLL3A13C,OmyLL3A13C_0020,3D9.1C2DE9E9C9,5/6/2013,74,F,U,FieldID#,SH_0020,NA,NA,SampleUsedUp,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,0.769,redband
OmyLL3A13C,OmyLL3A13C_0021,3D9.1C2DEAB341,5/7/2013,155,F,U,FieldID#,SH_0021,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.998,redband
OmyLL3A13C,OmyLL3A13C_0022,3D9.1C2DEAEB41,5/7/2013,193,F,U,FieldID#,SH_0022,NA,NA,NA,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,redband
OmyLL3A13C,OmyLL3A13C_0023,3D9.1C2DE97E63,5/8/2013,162,F,U,FieldID#,SH_0023,NA,NA,NA,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.986,redband
OmyLL3A13C,OmyLL3A13C_0024,3D9.1C2DE3AC95,5/8/2013,185,M,U,FieldID#,SH_0024,NA,NA,NA,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151,0.849,redband
OmyLL3A13C,OmyLL3A13C_0025,3D9.1C2DE99AA7,5/9/2013,213,M,U,FieldID#,SH_0025,NA,NA,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198,0.802,redband
OmyLL3A13C,OmyLL3A13C_0026,3D9.1C2DE9A61D,5/9/2013,101,F,U,FieldID#,SH_0026,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,0.747,introgressed
OmyLL3A13C,OmyLL3A13C_0027,NA,5/9/2013,NA,M,U,FieldID#,SH_0027,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data for this fish,0.225,0.775,redband
OmyLL3A13C,OmyLL3A13C_0028,3D9.1C2DE3ECB3,5/9/2013,198,M,U,FieldID#,SH_0028,NA,NA,NA,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.995,redband
OmyLL3A13C,OmyLL3A13C_0029,3D9.1C2DE9D2FF,5/10/2013,90,F,U,FieldID#,SH_0029,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.944,redband
OmyLL3A13C,OmyLL3A13C_0030,3D9.1C2DE3EE4A,5/10/2013,164,F,U,FieldID#,SH_0030,NA,NA,NA,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,0.993,redband
OmyLL3A13C,OmyLL3A13C_0031,3D9.1C2DE3C30B,5/10/2013,189,M,U,FieldID#,SH_0031,NA,NA,SampleUsedUp,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.989,redband
OmyLL3A13C,OmyLL3A13C_0032,3D9.1C2DEA98BC,5/11/2013,210,F,U,FieldID#,SH_0032,NA,NA,NA,104.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,0.734,introgressed
OmyLL3A13C,OmyLL3A13C_0033,3D9.1C2DE99B93,5/11/2013,240,F,U,FieldID#,SH_0033,NA,NA,NA,122.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.994,redband
OmyLL3A13C,OmyLL3A13C_0034,3D9.1C2DE3EE62,5/11/2013,107,F,U,FieldID#,SH_0034,NA,NA,SampleUsedUp,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,0.758,redband
OmyLL3A13C,OmyLL3A13C_0035,3D9.1C2DE96D54,5/11/2013,211,F,U,FieldID#,SH_0035,NA,NA,NA,93.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,0.683,introgressed
OmyLL3A13C,OmyLL3A13C_0036,3D9.1C2DE9A9AB,5/12/2013,180,M,U,FieldID#,SH_0036,NA,NA,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,redband
OmyLL3A13C,OmyLL3A13C_0037,3D9.1C2DEACE1D,5/13/2013,155,M,U,FieldID#,SH_0037,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.988,redband
OmyLL3A13C,OmyLL3A13C_0038,3D9.1C2DEAE3CA,5/14/2013,167,F,U,FieldID#,SH_0038,NA,NA,NA,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.99,redband
OmyLL3A13C,OmyLL3A13C_0039,3D9.1C2DE98DED,5/14/2013,186,M,U,FieldID#,SH_0039,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.943,redband
OmyLL3A13C,OmyLL3A13C_0040,3D9.1C2DE37AEC,5/15/2013,164,M,U,FieldID#,SH_0040,NA,NA,NA,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.995,redband
OmyLL3A13C,OmyLL3A13C_0041,3D9.1C2DEB4EB3,5/15/2013,163,F,U,FieldID#,SH_0041,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,0.826,redband
OmyLL3A13C,OmyLL3A13C_0043,3D9.1C2DE9ECA9,5/16/2013,182,M,U,FieldID#,SH_0043,NA,NA,SampleUsedUp,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181,0.819,redband
OmyLL3A13C,OmyLL3A13C_0044,3D9.1C2DE9C306,5/16/2013,149,F,U,FieldID#,SH_0044,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,0.933,redband
OmyLL3A13C,OmyLL3A13C_0045,3D9.1C2DE980F2,5/18/2013,161,M,U,FieldID#,SH_0045,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.977,redband
OmyLL3A13C,OmyLL3A13C_0046,3D9.1C2DE396D7,5/18/2013,165,M,U,FieldID#,SH_0046,NA,NA,NA,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.986,redband
OmyLL3A13C,OmyLL3A13C_0047,3D9.1C2DE9D3B0,5/19/2013,200,F,U,FieldID#,SH_0047,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.982,redband
OmyLL3A13C,OmyLL3A13C_0049,3D9.1C2DEA9446,5/20/2013,164,F,U,FieldID#,SH_0049,NA,NA,NA,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.846,redband
OmyLL3A13C,OmyLL3A13C_0050,3D9.1C2DEAB42D,5/20/2013,168,F,U,FieldID#,SH_0050,NA,NA,SampleUsedUp,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,0.987,redband
OmyLL3A13C,OmyLL3A13C_0051,3D9.1C2DE9A9A3,5/21/2013,197,F,U,FieldID#,SH_0051,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.66,introgressed
OmyLL3A13C,OmyLL3A13C_0052,3D9.1C2DE3CDF7,5/21/2013,200,M,U,FieldID#,SH_0052,NA,NA,NA,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.943,redband
OmyLL3A13C,OmyLL3A13C_0053,3D9.1C2DE9E088,5/22/2013,218,F,U,FieldID#,SH_0053,NA,NA,SampleUsedUp,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,0.414,introgressed
OmyLL3A13C,OmyLL3A13C_0054,3D9.1C2DEB40B6,5/22/2013,119,F,U,FieldID#,SH_0054,NA,NA,SampleUsedUp,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409,0.591,introgressed
OmyLL3A13C,OmyLL3A13C_0055,3D9.1C2DE3EE51,5/23/2013,100,M,U,FieldID#,SH_0055,NA,NA,SampleUsedUp,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,0.888,redband
OmyLL3A13C,OmyLL3A13C_0056,3D9.1C2DE3C9DA,5/23/2013,150,M,U,FieldID#,SH_0056,NA,NA,SampleUsedUp,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.968,redband
OmyLL3A13C,OmyLL3A13C_0057,3D9.1C2DEAC7CF,5/24/2013,140,F,U,FieldID#,SH_0057,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.983,redband
OmyLL3A13C,OmyLL3A13C_0058,3D9.1C2DEB088D,5/24/2013,200,F,U,FieldID#,SH_0058,NA,NA,SampleUsedUp,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222,0.778,redband
OmyLL3A13C,OmyLL3A13C_0059,3D9.1C2DEA9838,5/25/2013,144,F,U,FieldID#,SH_0059,NA,NA,SampleUsedUp,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.991,redband
OmyLL3A13C,OmyLL3A13C_0060,3D9.1C2DEB015D,5/25/2013,184,F,U,FieldID#,SH_0060,NA,NA,SampleUsedUp,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,0.801,redband
OmyLL3A13C,OmyLL3A13C_0061,3D9.1C2DEB1566,5/26/2013,113,F,U,FieldID#,SH_0061,NA,NA,SampleUsedUp,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.528,introgressed
OmyLL3A13C,OmyLL3A13C_0062,3D9.1C2DEAF7CB,5/26/2013,158,M,U,FieldID#,SH_0062,NA,NA,SampleUsedUp,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,0.894,redband
OmyLL3A13C,OmyLL3A13C_0063,3D9.1C2DEAC137,5/27/2013,200,F,U,FieldID#,SH_0063,NA,NA,SampleUsedUp,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412,0.588,introgressed
OmyLL3A13C,OmyLL3A13C_0064,3D9.1C2DE9D3B1,5/28/2013,94,M,U,FieldID#,SH_0064,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.72,introgressed
OmyLL3A13C,OmyLL3A13C_0065,3D9.1C2DEAE430,5/28/2013,193,M,U,FieldID#,SH_0065,NA,NA,SampleUsedUp,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316,0.684,introgressed
OmyLL3A13C,OmyLL3A13C_0066,3D9.1C2DE9D224,5/29/2013,178,F,U,FieldID#,SH_0066,NA,NA,SampleUsedUp,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,0.901,redband
OmyLL3A13C,OmyLL3A13C_0067,3D9.1C2DE9FE8E,6/6/2013,170,F,U,FieldID#,SH_0067,NA,NA,SampleUsedUp,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.997,redband
OmyLL3A13C,OmyLL3A13C_0068,3D9.1C2DE9C40F,6/10/2013,105,F,U,FieldID#,SH_0068,NA,NA,SampleUsedUp,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277,0.723,introgressed
OmyLL3A13C,OmyLL3A13C_0069,384.1B7976A062,6/16/2013,67,M,U,FieldID#,SH_0069,NA,NA,SampleUsedUp,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,0.851,redband
OmyLL3A13C,OmyLL3A13C_0070,3D9.1C2DEB778A,6/16/2013,302,M,U,FieldID#,SH_0070,NA,NA,NA,310.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,0.595,introgressed
OmyLL3A13C,OmyLL3A13C_0071,3D9.1C2DEA8D45,6/27/2013,269,F,U,FieldID#,SH_0071,NA,NA,NA,227.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349,0.651,introgressed
OmyLL3A13C,OmyLL3A13C_0072,3D9.1C2DE9C1F1,8/10/2013,135,M,U,FieldID#,SH_0072,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,0.961,redband
OmyLL3A13C,OmyLL3A13C_0074,3D9.1C2DE383BC,8/13/2013,204,M,U,FieldID#,SH_0074,NA,NA,NA,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.994,redband
OmyLL3A13C,OmyLL3A13C_0075,3D9.1C2DE9E10A,8/27/2013,167,F,U,FieldID#,SH_0075,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,0.919,redband
OmyLL3A13C,OmyLL3A13C_0076,3D9.1C2DE9D3CB,8/27/2013,178,M,U,FieldID#,SH_0076,NA,NA,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,0.912,redband
OmyLL3A13C,OmyLL3A13C_0077,3D9.1C2DE3F52C,8/27/2013,134,F,U,FieldID#,SH_0077,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,0.937,redband
OmyLL3A13C,OmyLL3A13C_0079,3D9.1C2DE3EE52,8/27/2013,179,F,U,FieldID#,SH_0079,NA,NA,NA,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221,0.779,redband
OmyLL3A13C,OmyLL3A13C_0080,3D9.1C2DE9B31D,8/28/2013,149,M,U,FieldID#,SH_0080,NA,NA,SampleUsedUp,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,0.731,introgressed
OmyLL3A13C,OmyLL3A13C_0081,3D9.1C2DE3EF40,8/28/2013,163,F,U,FieldID#,SH_0081,NA,NA,NA,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,0.842,redband
OmyLL3A13C,OmyLL3A13C_0082,3D9.1C2DE9ECF0,8/28/2013,134,F,U,FieldID#,SH_0082,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,0.696,introgressed
OmyLL3A13C,OmyLL3A13C_0083,3D9.1C2DE9AA77,8/28/2013,153,F,U,FieldID#,SH_0083,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,0.855,redband
OmyLL3A13C,OmyLL3A13C_0084,3D9.1C2DE97555,8/28/2013,186,F,U,FieldID#,SH_0084,NA,NA,NA,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.995,redband
OmyLL3A13C,OmyLL3A13C_0085,3D9.1C2DEA9962,8/28/2013,180,M,U,FieldID#,SH_0085,NA,NA,SampleUsedUp,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.957,redband
OmyLL3A13C,OmyLL3A13C_0086,3D9.1C2DE9FE3C,8/28/2013,160,F,U,FieldID#,SH_0086,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,0.789,redband
OmyLL3A13C,OmyLL3A13C_0087,3D9.1C2DEA98FA,8/28/2013,163,F,U,FieldID#,SH_0087,NA,NA,NA,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.71,introgressed
OmyLL3A13C,OmyLL3A13C_0088,3D9.1C2DE9DD3B,8/28/2013,166,M,U,FieldID#,SH_0088,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,0.789,redband
OmyLL3A13C,OmyLL3A13C_0089,3D9.1C2DE973AC,8/28/2013,144,M,U,FieldID#,SH_0089,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,0.809,redband
OmyLL3A13C,OmyLL3A13C_0090,3D9.1C2DEA9057,8/28/2013,172,F,U,FieldID#,SH_0090,NA,NA,NA,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0.775,redband
OmyLL3A13C,OmyLL3A13C_0091,3D9.1C2DE98048,8/28/2013,171,F,U,FieldID#,SH_0091,NA,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.986,redband
OmyLL3A13C,OmyLL3A13C_0092,3D9.1C2DEB76C3,8/28/2013,151,M,U,FieldID#,SH_0092,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339,0.661,introgressed
OmyLL3A13C,OmyLL3A13C_0093,3D9.1C2DEABB06,8/28/2013,164,F,U,FieldID#,SH_0093,NA,NA,NA,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,0.787,redband
OmyLL3A13C,OmyLL3A13C_0094,3D9.1C2DEAB421,8/28/2013,145,F,U,FieldID#,SH_0094,NA,NA,NA,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,0.935,redband
OmyLL3A13C,OmyLL3A13C_0095,3D9.1C2DE3EEF4,8/29/2013,117,F,U,FieldID#,SH_0095,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,0.806,redband
OmyLL3A13C,OmyLL3A13C_0097,3D9.1C2DEAD5ED,8/29/2013,203,F,U,FieldID#,SH_0097,NA,NA,NA,95.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,0.878,redband
OmyLL3A13C,OmyLL3A13C_0098,3D9.1C2DE38866,8/29/2013,165,F,U,FieldID#,SH_0098,NA,NA,NA,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188,0.812,redband
OmyLL3A13C,OmyLL3A13C_0099,3D9.1C2DEA9F44,8/29/2013,175,M,U,FieldID#,SH_0099,NA,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,0.669,introgressed
OmyLL3A13C,OmyLL3A13C_0100,3D9.1C2DE9FE70,8/29/2013,163,F,U,FieldID#,SH_0100,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,0.646,introgressed
OmyAGCY13C,OmyAGCY13C_0001,384.3B23B14C74,6/24/2013,195,F,U,Envelope#,AGE-001,NA,NA,NA,77,W,NA,298292,4980646,12,NA,NA,NA,NA,0.019,0.981,redband
OmyAGCY13C,OmyAGCY13C_0002,384.3B23B10690,6/24/2013,110,M,U,Envelope#,AGE-002,NA,NA,NA,16,W,NA,298296,4980647,12,NA,NA,NA,NA,0.016,0.984,redband
OmyAGCY13C,OmyAGCY13C_0003,384.3B23B0C2D1,6/24/2013,88,M,U,Envelope#,AGE-003,NA,NA,NA,9,W,NA,298305,4980679,12,NA,NA,NA,NA,0.009,0.991,redband
OmyAGCY13C,OmyAGCY13C_0004,384.3B23B0AAC0,6/24/2013,120,M,U,Envelope#,AGE-004,NA,NA,NA,22,W,NA,298370,4980759,12,NA,NA,NA,NA,0.007,0.993,redband
OmyAGCY13C,OmyAGCY13C_0005,384.3B23B0DD19,6/24/2013,180,M,U,Envelope#,AGE-005,NA,NA,NA,59,W,NA,298364,4980764,12,NA,NA,NA,NA,0.009,0.991,redband
OmyAGCY13C,OmyAGCY13C_0006,384.3B23B1C924,6/24/2013,182,F,U,Envelope#,AGE-006,NA,NA,NA,64,W,NA,298371,4980761,12,NA,NA,NA,NA,0.164,0.836,redband
OmyAGCY13C,OmyAGCY13C_0007,384.3B23B0B6EF,6/24/2013,180,U,U,Envelope#,AGE-007,NA,NA,NA,68,W,NA,298369,4980766,12,NA,NA,NA,NA,0.212,0.788,redband
OmyAGCY13C,OmyAGCY13C_0008,384.3B23B0D35F,6/24/2013,157,F,U,Envelope#,AGE-008,NA,NA,NA,42,W,NA,298369,4980769,12,NA,NA,NA,NA,0.013,0.987,redband
OmyAGCY13C,OmyAGCY13C_0009,384.3B23B1AB6E,6/24/2013,208,M,U,Envelope#,AGE-009,NA,NA,NA,88,W,NA,298366,4980763,12,NA,NA,NA,NA,0.005,0.995,redband
OmyAGCY13C,OmyAGCY13C_0010,384.3B23B11574,6/24/2013,245,F,U,Envelope#,AGE-010,NA,NA,NA,158,W,NA,298369,4980767,12,NA,NA,NA,NA,0.183,0.817,redband
OmyAGCY13C,OmyAGCY13C_0011,384.3B23B0D028,6/24/2013,164,M,U,Envelope#,AGE-011,NA,NA,NA,50,W,NA,298678,4981086,12,NA,NA,NA,NA,0.13,0.87,redband
OmyAGCY13C,OmyAGCY13C_0012,384.3B23B0C531,6/24/2013,78,F,U,Envelope#,AGE-012,NA,NA,NA,5,W,NA,298690,4981086,12,NA,NA,NA,NA,0.114,0.886,redband
OmyAGCY13C,OmyAGCY13C_0013,384.3B23B1AC3B,6/24/2013,125,M,U,Envelope#,AGE-013,NA,NA,NA,24,W,NA,298691,4981075,12,NA,NA,NA,NA,0.114,0.886,redband
OmyAGCY13C,OmyAGCY13C_0014,384.3B23B0B584,6/24/2013,145,M,U,Envelope#,AGE-014,NA,NA,NA,38,W,NA,298683,4981070,12,NA,NA,NA,NA,0.365,0.635,introgressed
OmyAGCY13C,OmyAGCY13C_0015,384.3B23B108F5,6/24/2013,125,M,U,Envelope#,AGE-015,NA,NA,NA,19,W,NA,299257,4981371,12,NA,NA,NA,NA,0.023,0.977,redband
OmyAGCY13C,OmyAGCY13C_0016,384.3B23B160D0,6/24/2013,160,F,U,Envelope#,AGE-016,NA,NA,NA,39,W,NA,299260,4981367,12,NA,NA,NA,NA,0.009,0.991,redband
OmyAGCY13C,OmyAGCY13C_0017,384.3B23B0B5AB,6/24/2013,185,M,U,Envelope#,AGE-017,NA,NA,NA,66,W,NA,299256,4981370,12,NA,NA,NA,NA,0.054,0.946,redband
OmyAGCY13C,OmyAGCY13C_0018,384.3B23B1BD6D,6/24/2013,195,M,U,Envelope#,AGE-018,NA,NA,NA,69,W,NA,299258,4981369,12,NA,NA,NA,NA,0.036,0.964,redband
OmyAGCY13C,OmyAGCY13C_0019,384.3B23B1C563,6/24/2013,150,F,U,Envelope#,AGE-019,NA,NA,NA,35,W,NA,299259,4981368,12,NA,NA,NA,NA,0.12,0.88,redband
OmyAGCY13C,OmyAGCY13C_0020,384.3B23B0FBEB,6/24/2013,194,M,U,Envelope#,AGE-020,NA,NA,NA,65,W,NA,299259,4981369,12,NA,NA,NA,NA,0.098,0.902,redband
OmyAGCY13C,OmyAGCY13C_0021,384.3B239A0E9E,6/24/2013,217,M,U,Envelope#,AGE-021,NA,NA,NA,108.1,W,NA,300346,4982720,12,NA,NA,NA,NA,0.123,0.877,redband
OmyAGCY13C,OmyAGCY13C_0022,384.3B239A560E,6/24/2013,185,M,U,Envelope#,AGE-022,NA,NA,NA,69.8,W,NA,300351,4982724,12,NA,NA,NA,NA,0.182,0.818,redband
OmyAGCY13C,OmyAGCY13C_0023,384.3B239A1025,6/24/2013,76,F,U,Envelope#,AGE-023,NA,NA,NA,4.9,W,NA,300350,4982723,12,NA,NA,NA,NA,0.076,0.924,redband
OmyAGCY13C,OmyAGCY13C_0024,384.3B239A9DCA,6/24/2013,99,M,U,Envelope#,AGE-024,NA,NA,NA,11.1,W,NA,300351,4982721,12,NA,NA,NA,NA,0.039,0.961,redband
OmyAGCY13C,OmyAGCY13C_0025,384.3B239A7109,6/24/2013,185,M,U,Envelope#,AGE-025,NA,NA,NA,63.1,W,NA,300351,4982724,12,NA,NA,NA,NA,0.031,0.969,redband
OmyAGCY13C,OmyAGCY13C_0026,384.3B2399ADE5,6/24/2013,117,M,U,Envelope#,AGE-026,NA,NA,SampleUsedUp,14,W,NA,300353,4982720,12,NA,NA,NA,NA,0.163,0.837,redband
OmyAGCY13C,OmyAGCY13C_0027,384.3B2399F063,6/24/2013,186,M,U,Envelope#,AGE-027,NA,NA,NA,72,W,NA,300350,4982722,12,NA,NA,NA,NA,0.082,0.918,redband
OmyAGCY13C,OmyAGCY13C_0028,384.3B2399905C,6/24/2013,105,F,U,Envelope#,AGE-028,NA,NA,SampleUsedUp,14.8,W,NA,300349,4982725,12,NA,NA,NA,NA,0.05,0.95,redband
OmyAGCY13C,OmyAGCY13C_0029,384.3B239A5EB7,6/24/2013,177,M,U,Envelope#,AGE-029,NA,NA,SampleUsedUp,65.8,W,NA,300347,4982719,12,NA,NA,NA,NA,0.22,0.78,redband
OmyAGCY13C,OmyAGCY13C_0030,384.3B2399F03F,6/24/2013,95,F,U,Envelope#,AGE-030,NA,NA,NA,9.4,W,NA,300349,4982724,12,NA,NA,NA,NA,0.096,0.904,redband
OmyAGCY13C,OmyAGCY13C_0031,384.3B23B11688,6/24/2013,213,F,U,Envelope#,AGE-031,NA,NA,NA,80.6,W,NA,300509,4982780,12,NA,NA,NA,NA,0.021,0.979,redband
OmyAGCY13C,OmyAGCY13C_0032,384.3B23B120B9,6/24/2013,143,F,U,Envelope#,AGE-032,NA,NA,NA,27.1,W,NA,300510,4982780,12,NA,NA,NA,NA,0.01,0.99,redband
OmyAGCY13C,OmyAGCY13C_0033,384.3B23B15B6A,6/24/2013,200,F,U,Envelope#,AGE-033,NA,NA,NA,77.2,W,NA,300510,4982779,12,NA,NA,NA,NA,0.064,0.936,redband
OmyAGCY13C,OmyAGCY13C_0034,384.3B239A0FD4,6/24/2013,81,F,U,Envelope#,AGE-034,NA,NA,SampleUsedUp,6.3,W,NA,300508,4982778,12,NA,NA,NA,NA,0.009,0.991,redband
OmyAGCY13C,OmyAGCY13C_0035,384.3B23B0974E,6/24/2013,215,F,U,Envelope#,AGE-035,NA,NA,NA,91.4,W,NA,300513,4982782,12,NA,NA,NA,NA,0.086,0.914,redband
OmyAGCY13C,OmyAGCY13C_0036,3D9.239F86A69B,6/24/2013,61,F,U,Envelope#,AGE-036,NA,NA,SampleUsedUp,2.5,W,NA,300510,4982777,12,NA,NA,NA,NA,0.013,0.987,redband
OmyAGCY13C,OmyAGCY13C_0037,384.3B23B0AB3F,6/24/2013,210,F,U,Envelope#,AGE-037,NA,NA,NA,88.1,W,NA,300512,4982782,12,NA,NA,NA,NA,0.266,0.734,introgressed
OmyAGCY13C,OmyAGCY13C_0038,384.3B23B14A49,6/24/2013,110,F,U,Envelope#,AGE-038,NA,NA,NA,13.7,W,NA,300511,4982776,12,NA,NA,NA,NA,0.017,0.983,redband
OmyAGCY13C,OmyAGCY13C_0039,384.3B23B18783,6/24/2013,190,F,U,Envelope#,AGE-039,NA,NA,NA,65.1,W,NA,300511,4982781,12,NA,NA,NA,NA,0.007,0.993,redband
OmyAGCY13C,OmyAGCY13C_0040,384.3B23B0B49B,6/24/2013,82,M,U,Envelope#,AGE-040,NA,NA,NA,5,W,NA,300509,4982778,12,NA,NA,NA,NA,0.091,0.909,redband
OmyBSPR11C,OmyBSPR11C_0001,3D9.1C2D865206,8/14/2011,170,M,U,GEN#,BOSS01,11-79819,NA,NA,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,0.309,introgressed
OmyBSPR11C,OmyBSPR11C_0002,3D9.1C2D812F37,8/14/2011,190,M,U,GEN#,BOSS02,11-79809,NA,NA,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992,0.008,coastal
OmyBSPR11C,OmyBSPR11C_0003,3D9.1C2D8120B3,8/15/2011,207,M,U,GEN#,BOSS03,11-79832,NA,NA,114.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,0.026,coastal
OmyBSPR11C,OmyBSPR11C_0004,3D9.1C2D811192,8/15/2011,162,F,U,GEN#,BOSS04,11-79833,NA,NA,62.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11,coastal
OmyBSPR11C,OmyBSPR11C_0005,3D9.1C2D88A4CD,8/15/2011,135,M,U,GEN#,BOSS05,11-79834,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,0.451,introgressed
OmyBSPR11C,OmyBSPR11C_0006,3D9.1C2D8113A1,8/15/2011,325,F,U,GEN#,BOSS06,11-79835,NA,NA,447.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916,0.084,coastal
