Pedigree,Individual,PITTagNum,Lineage,DateSampled,LengthFork1,GenSex,Gender,FieldID1Type,FieldID1,BiosamplesID,Disposition1,FinClipStatus,Weight,RearType,ReturnLocation,UTMEast,UTMNorth,UTMZone,CWTNum,Marks,SnoutBag,CommentsGeneral
OmyBOHA13C,OmyBOHA13C_0022,384.3B239A0E9B,Redband,6/21/2013,80,F,U,Envelope#,BOH-022,NA,NA,SampleUsedUp,5.9,W,NA,287988,5003926,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0023,384.3B2399ADFC,Redband,6/21/2013,79,F,U,Envelope#,BOH-023,NA,NA,NA,5.3,W,NA,287988,5003927,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0024,384.3B2399D3B4,Redband,6/21/2013,138,F,U,Envelope#,BOH-024,NA,NA,NA,32.5,W,NA,287980,5003926,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0025,384.3B239A1C7C,Coastal,6/21/2013,80,F,U,Envelope#,BOH-025,NA,NA,NA,5.8,W,NA,287981,5003924,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0026,384.3B239A7FBE,Introgressed,6/21/2013,125,F,U,Envelope#,BOH-026,NA,NA,NA,25.7,W,NA,287984,5003926,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0027,384.3B239A15DA,Redband,6/21/2013,80,M,U,Envelope#,BOH-027,NA,NA,NA,5.9,W,NA,287988,5003927,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0028,384.3B239A793A,Coastal,6/21/2013,78,M,U,Envelope#,BOH-028,NA,NA,NA,5.6,W,NA,287987,5003925,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0029,384.3B239A3AC4,Introgressed,6/21/2013,88,F,U,Envelope#,BOH-029,NA,NA,NA,9.2,W,NA,287986,5003924,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0030,384.3B239AA65B,Redband,6/21/2013,71,F,U,Envelope#,BOH-030,NA,NA,SampleUsedUp,4,W,NA,287988,5003934,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0031,384.3B239A632B,Coastal,6/21/2013,120,F,U,Envelope#,BOH-031,NA,NA,NA,20.9,W,NA,287990,5003927,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0032,384.3B239AA077,Introgressed,6/21/2013,90,M,U,Envelope#,BOH-032,NA,NA,NA,10.4,W,NA,288318,5004162,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0033,384.3B239A97A9,Redband,6/21/2013,86,M,U,Envelope#,BOH-033,NA,NA,NA,6.3,W,NA,288317,5004160,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0034,384.3B239A6218,Redband,6/21/2013,76,F,U,Envelope#,BOH-034,NA,NA,NA,5.1,W,NA,288321,5004157,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0035,384.3B239A8885,Redband,6/21/2013,145,M,U,Envelope#,BOH-035,NA,NA,NA,39.6,W,NA,288317,5004158,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0036,384.3B239A5CC3,Coastal,6/21/2013,154,F,U,Envelope#,BOH-036,NA,NA,NA,43.7,W,NA,288318,5004159,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0037,384.3B239A3A6C,Introgressed,6/21/2013,178,F,U,Envelope#,BOH-037,NA,NA,NA,51.7,W,NA,288316,5004161,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0038,384.3B239A51A3,Redband,6/21/2013,108,F,U,Envelope#,BOH-038,NA,NA,NA,14.3,W,NA,288317,5004160,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0039,384.3B2399D5E5,Coastal,6/21/2013,91,F,U,Envelope#,BOH-039,NA,NA,NA,9.4,W,NA,288323,5004155,12,NA,NA,NA,NA
OmyBOHA13C,OmyBOHA13C_0040,384.3B239A47B7,Introgressed,6/21/2013,76,F,U,Envelope#,BOH-040,NA,NA,NA,5.7,W,NA,288320,5004160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0001,384.3B23975195,Redband,6/22/2013,80,M,U,Envelope#,CAN-01,NA,NA,NA,5.9,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0002,384.3B2397017E,Coastal,6/22/2013,183,F,U,Envelope#,CAN-02,NA,NA,NA,65,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0003,384.3B2396F6AE,Introgressed,6/22/2013,104,M,U,Envelope#,CAN-03,NA,NA,NA,12.2,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0004,384.3B2397EAD1,Redband,6/22/2013,75,F,U,Envelope#,CAN-04,NA,NA,NA,5.1,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0005,384.3B23989867,Redband,6/22/2013,141,M,U,Envelope#,CAN-05,NA,NA,NA,31.5,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0006,384.3B23985F72,Redband,6/22/2013,72,M,U,Envelope#,CAN-06,NA,NA,NA,5.2,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0007,384.3B2397D3EE,Coastal,6/22/2013,79,M,U,Envelope#,CAN-07,NA,NA,NA,5.5,W,NA,315736,4952160,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0008,384.3B23976625,Introgressed,6/22/2013,147,F,U,Envelope#,CAN-08,NA,NA,NA,35,W,NA,315842,4952173,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0009,384.3B239889F8,Redband,6/22/2013,194,F,U,Envelope#,CAN-09,NA,NA,NA,79.2,W,NA,315842,4952173,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0010,384.3B23989DDA,Coastal,6/22/2013,160,M,U,Envelope#,CAN-10,NA,NA,NA,46.2,W,NA,315842,4952173,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0011,384.3B23983AFB,Introgressed,6/23/2013,147,F,U,Envelope#,CAN-11,NA,NA,NA,37.7,W,NA,319764,4955923,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0012,384.3B23970D78,Redband,6/23/2013,178,M,U,Envelope#,CAN-12,NA,NA,NA,59.3,W,NA,319764,4955923,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0013,384.3B23986841,Coastal,6/23/2013,194,F,U,Envelope#,CAN-13,NA,NA,NA,71.1,W,NA,319762,4955922,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0014,384.3B2398B29B,Introgressed,6/23/2013,160,F,U,Envelope#,CAN-14,NA,NA,NA,48.8,W,NA,319761,4955922,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0015,384.3B239895E9,Redband,6/23/2013,234,F,U,Envelope#,CAN-15,NA,NA,NA,126.6,W,NA,319760,4955920,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0016,384.3B2398BA23,Redband,6/23/2013,119,M,U,Envelope#,CAN-16,NA,NA,NA,21.3,W,NA,319761,4955922,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0017,3D9.1C2D878593,Redband,6/23/2013,175,F,U,Envelope#,CAN-17,NA,NA,NA,63.6,W,NA,319760,4955924,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0018,384.3B2398318B,Coastal,6/23/2013,198,M,U,Envelope#,CAN-18,NA,NA,NA,75.7,W,NA,319761,4955921,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0019,384.3B23970147,Introgressed,6/23/2013,198,M,U,Envelope#,CAN-19,NA,NA,NA,92.8,W,NA,319762,4955922,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0020,384.3B23971FF1,Redband,6/23/2013,182,F,U,Envelope#,CAN-20,NA,NA,NA,77.4,W,NA,319763,4955923,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0021,384.3B2398B65F,Coastal,6/22/2013,123,M,U,Envelope#,CAN-21,NA,NA,SampleUsedUp,24.6,W,NA,313524,4951441,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0022,384.3B23984B79,Introgressed,6/22/2013,146,M,U,Envelope#,CAN-22,NA,NA,NA,38,W,NA,313524,4951440,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0023,384.3B23989C11,Redband,6/22/2013,87,F,U,Envelope#,CAN-23,NA,NA,NA,8.6,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0024,384.3B23989011,Coastal,6/22/2013,87,M,U,Envelope#,CAN-24,NA,NA,SampleUsedUp,8.3,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0025,384.3B2398914E,Introgressed,6/22/2013,120,F,U,Envelope#,CAN-25,NA,NA,SampleUsedUp,23.4,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0026,384.3B2398C44A,Redband,6/22/2013,90,M,U,Envelope#,CAN-26,NA,NA,SampleUsedUp,9.1,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0027,3D9.1C2DE36C1B,Redband,6/22/2013,166,M,U,Envelope#,CAN-27,NA,NA,NA,64.2,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0028,384.3B239751F5,Redband,6/22/2013,158,F,U,Envelope#,CAN-28,NA,NA,NA,51.2,W,NA,313521,4951438,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0030,3D9.1C2DEB337C,Coastal,6/22/2013,160,M,U,Envelope#,CAN-30,NA,NA,NA,48.1,W,NA,313747,4951540,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0031,384.3B239783E2,Introgressed,6/22/2013,86,F,U,Envelope#,CAN-31,NA,NA,NA,7.3,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0032,384.3B2397A07F,Redband,6/22/2013,103,F,U,Envelope#,CAN-32,NA,NA,SampleUsedUp,12.7,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0033,384.3B2398B9B1,Coastal,6/22/2013,83,F,U,Envelope#,CAN-33,NA,NA,NA,7.8,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0034,384.3B23984D99,Introgressed,6/22/2013,110,M,U,Envelope#,CAN-34,NA,NA,NA,16.8,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0035,3D9.1C2DEAB4CE,Redband,6/22/2013,153,F,U,Envelope#,CAN-35,NA,NA,NA,46.6,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0036,384.3B239727B0,Coastal,6/22/2013,123,F,U,Envelope#,CAN-36,NA,NA,NA,22.6,W,NA,313747,4951537,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0037,384.3B23986D54,Introgressed,6/22/2013,88,F,U,Envelope#,CAN-37,NA,NA,NA,7.2,W,NA,314022,4951681,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0038,384.3B23984283,Redband,6/22/2013,103,F,U,Envelope#,CAN-38,NA,NA,NA,NA,W,NA,314017,4951677,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0039,384.3B23980B54,Redband,6/22/2013,108,F,U,Envelope#,CAN-39,NA,NA,NA,13.8,W,NA,314173,4951766,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0040,384.3B23973577,Redband,6/22/2013,80,F,U,Envelope#,CAN-40,NA,NA,NA,NA,W,NA,314173,4951762,12,NA,NA,NA,NA
OmyCNYL13C,OmyCNYL13C_0041,384.3B23997112,Coastal,4/10/2013,137,F,U,DNA#,A6,NA,NA,NA,28,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyCNYL13C,OmyCNYL13C_0042,384.3B2399B99A,Introgressed,4/10/2013,101,F,U,DNA#,A7,NA,NA,NA,9.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0001,3D9.1C2D4C57F9,Redband,9/21/2009,70,U,U,GEN#,A1,NA,NA,NA,6.4,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0002,3D9.1C2D0CAFA2,Coastal,9/21/2009,80,U,U,GEN#,A2,NA,NA,NA,4.9,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0003,3D9.1C2D4CE4D3,Introgressed,9/21/2009,50,U,U,GEN#,A3,NA,NA,NA,2.9,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0004,3D9.1C2D4C4429,Redband,9/21/2009,50,U,U,GEN#,A4,NA,NA,NA,1.6,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0005,3D9.1C2D4C4155,Coastal,9/21/2009,60,U,U,GEN#,A5,NA,NA,NA,4.9,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0006,3D9.1C2D0BAE19,Introgressed,9/21/2009,70,U,U,GEN#,A6,NA,NA,NA,5.4,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0007,3D9.1C2D09904A,Redband,9/21/2009,70,U,U,GEN#,A7,NA,NA,NA,6.2,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0008,3D9.1C2D091BEA,Redband,9/21/2009,70,U,U,GEN#,A8,NA,NA,NoEthanol/Soft,4.6,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0009,3D9.1C2D4C28BC,Redband,9/21/2009,60,U,U,GEN#,A9,NA,NA,NA,4.3,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0010,3D9.1C2D4CD273,Coastal,9/21/2009,70,U,U,GEN#,A10,NA,NA,NA,4.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0011,3D9.1C2D4CA05E,Introgressed,9/21/2009,70,U,U,GEN#,B2,NA,NA,NA,4,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0012,3D9.1C2D4C4DCB,Redband,9/21/2009,70,U,U,GEN#,B3,NA,NA,NA,4.2,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0013,3D9.1C2D4C3DC0,Coastal,9/21/2009,70,U,U,GEN#,B5,NA,NA,NoEthanol/Dry,3.3,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0015,3D9.1C2D4CD1A2,Introgressed,9/21/2009,60,U,U,GEN#,B7,NA,NA,NoEthanol/Dry,3.1,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0016,3D9.1C2D4D1A5E,Redband,9/21/2009,60,U,U,GEN#,B8,NA,NA,NoEthanol/Soft,3,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0017,3D9.1C2D4C4738,Coastal,9/21/2009,70,U,U,GEN#,B9,NA,NA,NoEthanol/Dry,5.6,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0018,3D9.1C2D4D41EC,Introgressed,9/21/2009,70,U,U,GEN#,B10,NA,NA,NoEthanol/Dry,4.8,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0019,3D9.1C2D4C4386,Redband,9/21/2009,60,U,U,GEN#,C1,NA,NA,NoEthanol/Dry,3.3,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0020,3D9.1C2D4CEBA1,Redband,9/21/2009,60,U,U,GEN#,C2,NA,NA,NoEthanol/Soft,4,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0021,3D9.1C2CBC551E,Redband,9/21/2009,110,U,U,GEN#,C3,NA,NA,NoEthanol/Dry,13.7,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0022,3D9.1C2D4C577F,Coastal,9/21/2009,50,U,U,GEN#,C4,NA,NA,NoEthanol/Dry,2.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0023,3D9.1C2D4CCCCB,Introgressed,9/21/2009,70,U,U,GEN#,C5,NA,NA,NoEthanol/Soft,5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0024,3D9.1C2D0BCE74,Redband,8/31/2009,220,U,U,GEN#,C6,NA,NA,NoEthanol/Soft,129.6,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0025,3D9.1C2D0B67ED,Coastal,8/31/2009,160,U,U,GEN#,C7,NA,NA,NoEthanol/Dry,54.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0026,3D9.1C2D0B9C17,Introgressed,8/31/2009,170,U,U,GEN#,C8,NA,NA,NA,51.1,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0027,3D9.1C2D09BC19,Redband,8/31/2009,120,U,U,GEN#,C9,NA,NA,NoEthanol/Dry,17.8,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0028,3D9.1C2D4D1A91,Coastal,8/31/2009,60,U,U,GEN#,C10,NA,NA,NoEthanol/Dry,2,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0030,3D9.1C2D4D2639,Introgressed,8/31/2009,60,U,U,GEN#,D2,NA,NA,NA,3.9,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0031,3D9.1C2D4C4829,Redband,8/31/2009,60,U,U,GEN#,D3,NA,NA,NoEthanol/Dry,2.8,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0032,3D9.1C2D4C555C,Redband,8/31/2009,60,U,U,GEN#,D8,NA,NA,NoEthanol/Dry,3.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0033,NA,Redband,8/31/2009,70,U,U,GEN#,D9,NA,NA,NoEthanol/Dry,3.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN09C,OmyHYDN09C_0034,3D9.1C2D0AE7EB,Coastal,8/31/2009,180,U,U,GEN#,D10,NA,NA,NoEthanol/Dry,74.5,W,NA,NA,NA,NA,NA,AI,NA,NA
OmyHYDN13C,OmyHYDN13C_0001,384.3B2398B8F3,Introgressed,9/11/2013,106,M,U,Envelope#,HAY-01,NA,NA,NA,NA,W,NA,285764,4961372,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0002,384.3B2396FAB6,Redband,9/11/2013,145,M,U,Envelope#,HAY-02,NA,NA,NA,34.6,W,NA,285724,4961302,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0003,384.3B239742B5,Coastal,9/11/2013,127,M,U,Envelope#,HAY-03,NA,NA,NA,24.6,W,NA,285671,4961188,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0004,384.3B239864FB,Introgressed,9/11/2013,131,M,U,Envelope#,HAY-04,NA,NA,NA,23.2,W,NA,285765,4961419,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0005,384.3B23986932,Redband,9/11/2013,147,M,U,Envelope#,HAY-05,NA,NA,NA,36.9,W,NA,285762,4961396,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0006,384.3B2397F96D,Coastal,9/11/2013,139,F,U,Envelope#,HAY-06,NA,NA,NA,35.2,W,NA,285780,4961444,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0007,384.3B2398070C,Introgressed,9/11/2013,144,M,U,Envelope#,HAY-07,NA,NA,NA,34.5,W,NA,285762,4961402,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0008,384.3B239785A4,Redband,9/11/2013,245,M,U,Envelope#,HAY-08,NA,NA,NA,182.6,W,NA,285771,4961408,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0009,384.3B23987615,Redband,9/11/2013,117,F,U,Envelope#,HAY-09,NA,NA,NA,19.5,W,NA,285733,4961286,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0010,384.3B2397FEB2,Redband,9/11/2013,140,F,U,Envelope#,HAY-10,NA,NA,NA,33.8,W,NA,285736,4961294,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0011,384.3B23987FF8,Coastal,9/11/2013,124,F,U,Envelope#,HAY-11,NA,NA,NA,22.2,W,NA,285737,4961292,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0012,384.3B2397528D,Introgressed,9/11/2013,274,M,U,Envelope#,HAY-12,NA,NA,NA,256,W,NA,285730,4961295,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0013,384.3B239793E5,Redband,9/11/2013,286,M,U,Envelope#,HAY-13,NA,NA,NA,314.9,W,NA,285739,4961293,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0014,384.3B23986D7A,Coastal,9/11/2013,140,M,U,Envelope#,HAY-14,NA,NA,NA,34.8,W,NA,285744,4961296,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0015,384.3B2397C193,Introgressed,9/11/2013,113,F,U,Envelope#,HAY-15,NA,NA,NA,18.3,W,NA,285740,4961296,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0016,384.3B23979FF3,Redband,9/11/2013,149,F,U,Envelope#,HAY-16,NA,NA,NA,39.6,W,NA,285742,4961293,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0017,384.3B23981DF8,Coastal,9/11/2013,134,M,U,Envelope#,HAY-17,NA,NA,NA,24.3,W,NA,285738,4961300,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0018,384.3B23970597,Introgressed,9/11/2013,263,M,U,Envelope#,HAY-18,NA,NA,NA,239.9,W,NA,285705,4961236,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0019,384.3B2397A890,Redband,9/11/2013,138,M,U,Envelope#,HAY-19,NA,NA,NA,30,W,NA,285699,4961237,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0020,384.3B23979FFA,Redband,9/11/2013,141,M,U,Envelope#,HAY-20,NA,NA,SampleUsedUp,29,W,NA,285698,4961235,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0021,3D9.1C2D709D3D,Redband,9/12/2013,150,F,U,Envelope#,HAY-21,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0022,NA,Coastal,9/12/2013,118,F,U,Envelope#,HAY-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0023,3D9.1C2D70117E,Introgressed,9/12/2013,122,M,U,Envelope#,HAY-23,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,Envelope Fork length is different at 118
OmyHYDN13C,OmyHYDN13C_0024,3D9.1C2D70D340,Redband,9/12/2013,116,F,U,Envelope#,HAY-24,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,Envelope Fork length is different at 194
OmyHYDN13C,OmyHYDN13C_0025,3D9.1C2D6F6BBD,Coastal,9/12/2013,142,F,U,Envelope#,HAY-25,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0026,384.3B2397430B,Introgressed,9/12/2013,122,M,U,Envelope#,HAY-26,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0027,3D9.1C2D6F174D,Redband,9/12/2013,218,M,U,Envelope#,HAY-27,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0028,384.3B23988379,Coastal,9/12/2013,143,F,U,Envelope#,HAY-28,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0029,3D9.1C2D6F0F2E,Introgressed,9/12/2013,132,M,U,Envelope#,HAY-29,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0030,3D9.1C2D70048F,Redband,9/12/2013,149,F,U,Envelope#,HAY-30,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0031,3D9.1C2D709F55,Redband,9/12/2013,130,M,U,Envelope#,HAY-31,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0032,3D9.1C2D6E5683,Redband,9/12/2013,103,F,U,Envelope#,HAY-32,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0033,3D9.239F8723A2,Coastal,9/12/2013,66,M,U,Envelope#,HAY-33,NA,NA,SampleUsedUp,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0034,3D9.239F87184D,Introgressed,9/12/2013,67,F,U,Envelope#,HAY-34,NA,NA,SampleUsedUp,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0035,3D9.239F872344,Redband,9/12/2013,69,M,U,Envelope#,HAY-35,NA,NA,SampleUsedUp,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0036,3D9.1C2D6FDE4C,Coastal,9/12/2013,140,F,U,Envelope#,HAY-36,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0037,3D9.1C2D6F4070,Introgressed,9/12/2013,123,F,U,Envelope#,HAY-37,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0038,3D9.1C2D576F70,Redband,9/12/2013,132,M,U,Envelope#,HAY-38,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0039,3D9.1C2D707B39,Coastal,9/12/2013,145,F,U,Envelope#,HAY-39,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyHYDN13C,OmyHYDN13C_0040,3D9.1C2D708DE2,Introgressed,9/12/2013,157,M,U,Envelope#,HAY-40,NA,NA,NA,NA,W,NA,287153,4964819,12,NA,NA,NA,NA
OmyKENY13C,OmyKENY13C_0001,3D9.1C2D57A462,Redband,7/31/2013,84,F,U,Envelope#,KEN-001,NA,NA,NA,6.2,W,NA,290731,4989319,12,NA,NA,NA,NA
OmyKENY13C,OmyKENY13C_0002,3D9.1C2D5864E6,Redband,7/31/2013,101,M,U,Envelope#,KEN-002,NA,NA,NA,11.9,W,NA,290731,4989314,12,NA,NA,NA,NA
